"title_en","mdl_url","year","eps"
"The Lost Swordship","/27512-scent-of-incense-sword-rain","2018","36"
"Love In Spring","/13615-love-in-spring","2013","80"
"Excellent Investor","/27374-excellent-investor","2018","44"
"Legend of Ace","/20946-legend-of-ace","2016","31"
"Liu Yong Pursues the Case","/59015-liu-gong-an","2021","45"
"Speed","/21909-sonic-youth","2018","36"
"Honey Bee Man","/23725-honey-bee-man","2014","34"
"Athena","/8084-athena","2013","36"
"Litter to Glitter","/63011-youth-inn","2021","30"
"Let's Shake It 2","/30028-let-s-shake-it-2","2018","26"
"Affairs of a Married Couple","/3839-affairs-of-a-married-couple","2012","34"
"Voice of Love","/53227-voice-of-love","2021","11"
"Zhe Ge Sha Shou Bu Gai Xu Qiu","/722493-zhe-ge-sha-shou-bu-gai-xu-qiu","2022","28"
"The Locked Room","/35301-the-locked-room","2019","26"
"Second Life","/697931-second-life","2017","6"
"Little Brother Has a Demon","/35121-little-brother-has-a-demon","2018","26"
"The Burning River","/53737-the-burning-river","2020","24"
"Angelo","/23820-angelo","2017","30"
"Who's not Rebellious Youth","/22158-rebellious-youth","2019","44"
"Love Is True","/53961-love-is-true","2021","40"
"Love Trouble","/8231-love-trouble","2013","40"
"SWAT","/14085-swat","2015","52"
"Genius Left Lunatic Right","/16066-genius-left-lunatic-right","2015","30"
"My Battalion","/51747-my-battalion","2014","41"
"Youth","/692259-youth","2022","24"
"Surrogate Heir","/746975-surrogate-heir","2022","20"
"Ferryman 2","/21501-ferryman-2","2015","20"
"Hengshan Hospital","/40957-hengshan-hospital","2021","34"
"The Penalty Zone","/50017-penalty-zone","2020","44"
"Miss Buyer","/31568-miss-buyer","2022","24"
"Parallel Lost","/62249-parallel-lost","2020","18"
"Xiang Long","/31354-xiang-long","2018","20"
"A Legend of Chinese Immortal","/15902-a-legend-of-chinese-immortal","2014","76"
"Meet in Youth Love in Foods","/28775-meet-in-youth-love-in-foods","2018","42"
"Obstetrician","/11025-obstetrician","2014","42"
"Detective","/33963-detective","2020","26"
"Marriage Adventures","/24166-marriage-adventures","2018","39"
"0.5 Diors","/30756-0-5-diors","2014","30"
"Incisive Great Teacher","/7514-incisive-great-teacher","2014","44"
"When We Meet","/64955-another-you-in-this-world","2022","24"
"Please Wait, Brother","/59073-xiong-tai-qing-liu-bu","2020","24"
"The Glorious Era","/51199-the-glorious-era","2019","46"
"Stay with Me as Before","/737503-cong-qian-man-bai-shou-yao-xiang-li","2022","20"
"Breath of Destiny","/52889-breath-of-destiny","2021","40"
"Falling Down","/20162-falling-down","2015","20"
"My Bittersweet Taiwan","/25953-my-bittersweet-taiwan","2018","52"
"Smile in Spring","/36643-smile-in-spring","2018","60"
"Twenties Once Again","/17187-twenties-once-again","2018","26"
"Because Love Is a Miracle","/11706-because-love-is-a-miracle","2014","105"
"Tea Love","/14357-tea-love","2015","82"
"Love Is Beautiful","/67417-my-two-fathers","2021","44"
"Tiger Mom","/10226-tiger-mom","2015","45"
"Hey, Your Big Business Is Wonderful","/64673-hei-ni-da-shi-hen-miao","2021","24"
"The Girls on Rela Season 2","/32221-the-girls-on-rela-season-2","2018","8"
"Trial Marriage: 99 Days of Love","/725439-trial-marriage-99-days-of-love","2022","22"
"White Campus Belle and Long Legs","/24622-white-campus-belle-and-long-legs","2014","23"
"Flower Pinellia","/8662-hua-kai-ban-xia","2013","30"
"Women on the Breadfruit Tree","/4498-women-on-the-breadfruit-tree","2015","38"
"Pushing Hands","/33959-pushing-hands","2019","47"
"Rush into Danger","/41545-rush-into-danger","2019","42"
"Young Blood Agency","/32572-young-blood-agency","2019","30"
"Simmer Down","/49303-hao-hao-shuo-hua","2022","40"
"Yolk Man","/39977-yolk-man","2019","12"
"Royal Romance","/11229-royal-romance","2015","59"
"Cao Cao","/27761-cao-cao","2015","41"
"Mu Gui Ying Takes Command","/15021-mu-guiying-takes-command","2012","39"
"Delicious Lovers","/30593-delicious-lovers","2018","12"
"Yesterday Once More","/61107-yesterday-once-more","2020","24"
"Campus Beauty","/19290-campus-beauty","2016","20"
"Painted Skin Season 2: Hua Pi","/9971-painted-skin-ii-hua-pi","2013","42"
"Mr. Cool Season 2","/739055-mr-cool-2","2021","24"
"Mr. Bodyguard Season 3","/20054-mr.-bodyguard-3","2016","12"
"Embracing Happiness","/20264-embracing-happiness","2016","51"
"Love's M Turn","/23621-loves-m-turn","2014","6"
"Be Careful Delicacy","/31761-be-careful-delicacy","2018","12"
"The Record of Strange Things","/54769-the-record-of-strange-things","2022","36"
"Acquaintance with Mature Men","/62557-acquaintance-with-mature-men","2017","36"
"Modern City","/65631-modern-city","2021","39"
"Call Me Detective Incense","/714857-zai-xia-yi-zhu-xiang","2022","24"
"Return to Nineteen Ninety Three","/743721-return-to-nineteen-ninety-three","2022","25"
"We Get Married","/8522-we-get-married","2013","50"
"Rock It, Mom","/713339-rock-it-mom","2022","12"
"For My Love","/24428-for-my-love","2017","38"
"Precious","/8900-precious","2012","34"
"Belief","/73397-dang-xiao-zu","2021","40"
"Three Dads","/15881-three-dads","2015","34"
"Love On Tiptoe","/6046-love-on-tiptoe","2013","30"
"Wu Xin: The Monster Killer Season 2","/20282-wu-xin-the-monster-killer-2","2017","27"
"Yang Di Wei Huan","/736489-yang-di-wei-huan","2022","30"
"Hero's Dream","/23226-heros-dream","2018","46"
"Bu Liang Ren Season 2","/50903-bu-liang-ren-season-2","2016","14"
"Spice Up","/53423-spice-up","2014","25"
"Ferryman","/21499-ferryman","2014","20"
"The Legendary School: Three Lives Three Worlds Tao Hua Yuan","/22330-the-legendary-school-three-lives-three-worlds-tao-hua-yuan","2017","40"
"Led Astray by Love","/726513-led-astray-by-love","2022","24"
"My Robot Boyfriend","/24653-my-robot-boyfriend","2017","24"
"So Young","/16377-so-young","2016","40"
"The Bamboo Horse Falls into the Sky","/685997-the-bamboo-horse-falls-into-the-sky","2021","20"
"The Royal Kitchen","/27462-you-lan-hu-zhi-yu-chu-jia-dao","2018","19"
"I'm in Charge","/13852-im-in-charge","2013","20"
"Mr. Cool","/739057-mr-cool","2021","32"
"Abnormalities Season 2","/67433-abnormalities-ii","2020","12"
"Demi Gods & Semi Devils","/8746-demi-gods-semi-devils-2013","2013","54"
"Happiness From The Clouds","/23898-happiness-from-the-clouds","2014","60"
"The Investigator","/50137-the-investigator","2022","49"
"Lovely, Still","/736529-lovely-still","2022","35"
"See You In The Future","/38793-see-you-in-the-future","2019","12"
"The Four Horsemen","/11988-the-four-horsemen","2015","48"
"Special Beautiful Man","/22805-special-beautiful-man","2017","30"
"Grand Theft in Tang","/33366-grand-theft-in-tang","2019","24"
"Xiao Ju's Autumn","/8713-xiao-ju-de-qiu-tian","2012","36"
"Myth of Sword","/30890-myth-of-sword","2018","56"
"Nursing Our Love","/15887-nursing-our-love","2015","68"
"Battle of the Beauty","/4302-battle-of-the-beauty","2012","33"
"49 Days Sacrifice","/6585-49-days-sacrifice","2014","42"
"The Ferryman: Legends of Nanyang","/65773-the-ferryman-legends-of-nanyang","2021","36"
"Xiao Chu Niang De Shao Zhu Fu Jun","/718675-xiao-chu-niang-de-shao-zhu-fu-jun","2022","13"
"Fighting for Love","/24645-fighting-for-love","2018","34"
"Hero Dog","/38601-hero-dog","2015","38"
"Ghost Blows Out the Light: Finding Hu Ba Yi","/24204-candle-in-the-tomb-mu-ye-gui-shi","2017","24"
"Red Rose","/24421-red-rose","2017","48"
"Operation Moscow","/26756-operation-moscow","2018","31"
"Falling Down 2","/20170-falling-down-2","2016","40"
"Let's Fall in Love","/32744-let-s-fall-in-love","2016","44"
"Two Families","/50625-two-families","2016","42"
"The Bride with White Hair","/5397-the-bride-with-white-hair-2012","2012","42"
"Taichi Master","/23594-taichi-master","2017","40"
"My World Is All About You","/684713-my-world-is-all-about-you","2021","12"
"The Deer and the Cauldron","/33927-the-deer-and-the-cauldron","2020","45"
"The Case Solver","/61067-cracking-case","2020","24"
"The Lover's Lies","/16889-the-lovers-lies","2016","54"
"My Fox Fairy Wife","/23980-my-immortal-wife","2017","30"
"Fake Phoenixes Season 3","/51873-fake-phoenixes-3","2017","12"
"Above the Clouds","/14428-above-the-clouds","2017","24"
"Mr. Nanny","/30646-mr-nanny","2018","45"
"TOP","/31209-top","2018","12"
"Heroes of Sui and Tang Dynasties Season 4","/28745-heroes-of-sui-and-tang-dynasties-4","2014","63"
"Love Online","/22739-love-online","2017","12"
"Forever Love","/20258-forever-love","2016","36"
"Hero Dog Season 2","/19520-hero-dog-2","2016","42"
"Shining Days","/7074-shining-days","2013","80"
"Mermaid Legend","/8035-mermaid-legend","2013","36"
"Miracle Healer 2","/32978-miracle-healer-2","2018","20"
"Go! My Hero!","/713779-bai-tuo-liao-da-xia","2022","16"
"Lady Tough","/76655-lady-tough","2021","12"
"Turbulence of the Mu Clan","/5282-turbulence-of-the-mu-clan","2012","40"
"Burning Iron","/15523-burning-iron","2015","46"
"The Song","/16148-the-song","2017","45"
"Mushroom Law","/39457-mushroom-law","2018","14"
"The Legend of Zhong Kui","/44121-the-legend-of-zhong-kui","2012","40"
"When You're In Love","/63879-when-you-re-in-love","2020","36"
"Descendants of the Dragon","/681349-descendants-of-the-dragon","2018","15"
"Insects Awaken","/33289-insects-awaken","2019","45"
"Youth Melody","/66617-youth-melody","2021","12"
"Hello Joann","/19738-hello-joann","2016","32"
"The World of Love","/27924-the-world-of-love","2015","36"
"Burning","/55999-burning","2020","51"
"The Great Protector","/10667-the-great-protector","2014","38"
"Cold Case","/33653-cold-case","2019","30"
"The Sound of the Bell at Shanghai Bund","/32096-the-sound-of-the-bell-at-shanghai-bund","2018","36"
"No Way For Stumer","/40233-no-way-for-stumer","2019","24"
"Fake Phoenixes Season 2","/36789-fake-phoenixes-2","2017","12"
"Love Actually","/15883-love-actually","2015","37"
"Jenius","/14891-jenius","2015","10"
"Mazu","/45809-mazu","2012","38"
"Amazing Sisters","/699941-amazing-sisters","2021","20"
"Only If I Love You","/9865-only-if-i-love-you","2014","42"
"I'm Not an Agent","/21834-im-not-an-agent","2019","48"
"Mr. Bodyguard Season 4","/20372-mr.-bodyguard-4","2016","12"
"The Qin Empire 2","/25159-the-qin-empire-2","2012","51"
"Da Tang Nu Jiang Fan Lihua","/9972-da-tang-nu-jiang-fan-lihua","2012","36"
"Honey, Don't Run Away 2","/63655-honey-don-t-run-away-2","2021","24"
"Who Sleeps My Bro","/16425-who-sleeps-my-bro","2016","26"
"Rapture and Found","/10870-rapture-and-found","2014","35"
"Phoenix Nirvana","/16351-phoenix-nirvana","2013","62"
"White Lies","/4739-white-lies-2012","2012","38"
"Look at the Sky and See the Cloud","/31345-look-at-the-sky-and-see-the-cloud","2018","24"
"Shan Ye Yi Si","/78271-bu-si-yi-shan-ye","2021","13"
"Young Marshal","/23822-young-marshal","2016","48"
"The Distance to Love","/23506-the-distance-to-love","2013","36"
"Little Doctor","/34166-small-doctor","2020","40"
"White Fox Prince, Please Behave","/738991-white-fox-prince-please-behave","2022","24"
"The Story of Furong","/27511-the-story-of-furong","2015","38"
"Our Youth","/29508-our-youth","2018","40"
"Hi DuLaLa","/17445-hi-dulala","2016","40"
"Buff in Love","/737509-buff-in-love","2022","18"
"The Peach Blossom","/23769-the-peach-blossom","2017","42"
"The World is Not Fraudulent","/33233-the-world-is-not-fraudulent","2019","40"
"Sweetheart","/33765-sweetheart","2019","12"
"Zigu Yingxiong Chu Shaonian","/52005-zigu-yingxiong-chu-shaonian","2012","38"
"Start Up Together","/69973-happy-partner","2022","24"
"Thunderbolt of Fire","/719573-thunderbolt-of-fire","2016","42"
"I Am the Head Teacher","/40549-i-am-the-head-teacher","2019","13"
"Great God Monkey","/61041-great-god-monkey","2020","12"
"Destiny By Love","/7681-destiny-by-love","2013","36"
"Blind Date","/19518-blind-date","2017","48"
"Wine Beauty","/6091-wine-beauty","2014","42"
"Dont Go Breaking My Heart","/18680-dont-go-breaking-my-heart","2016","38"
"Pride and Price","/53257-pride-and-price","2022","29"
"Concubinage Record","/20224-concubinage-record","2015","20"
"Married But Available","/23746-married-but-available","2015","38"
"Double Life","/28448-double-life","2018","42"
"Jian Ai Nan Nu","/58903-jian-ai-nan-nu","2020","29"
"Happy 520","/61205-happy-520","2020","12"
"Earth God And Earth Grandmother","/8826-earth-god-and-earth-grandmother","2014","55"
"Agent X","/5493-agent-x","2013","42"
"Female Assassins in the Palace","/13377-female-assassins-in-the-palace","2015","45"
"Anti-Terrorism Special Forces: The Wolves","/34777-anti-terrorism-special-forces-the-wolves","2019","48"
"Mr. Bodyguard Season 2","/19784-mr.-bodyguard-2","2016","12"
"Four Literary Masters","/7994-four-literary-masters","2014","41"
"My Love and Stars","/61849-my-love-and-stars","2022","24"
"The Princess","/6893-the-princess","2013","32"
"Love at the Tip of the Tongue","/23145-love-at-the-tip-of-the-tongue","2016","10"
"Sanatorium for Love","/40847-sanatorium-for-love","2019","12"
"Hello, My Noisy MP3","/712539-hong-wa-yu-yu","2022","25"
"Love is Not For Sale","/21070-love-is-not-for-sale","2012","37"
"The Story of a Woodcutter and his Fox Wife","/10850-the-story-of-a-woodcutter-and-his-fox-wife","2014","30"
"Springs of Life","/696091-qing-chun-zheng-hao","2022","33"
"The Loving Home","/15092-the-loving-home","2014","62"
"Red Dust","/50297-red-dust","2013","40"
"The Case Solver Season 2","/693053-the-case-solver-ii","2022","24"
"The Vampires","/726937-the-vampires","2022","8"
"The Times We Had","/24871-the-times-we-had","2017","40"
"Evil Nights","/34189-evil-nights","2019","27"
"The Sun is Burning","/69735-the-sun-is-burning","2019","12"
"The Age Difference  in Love","/748639-the-age-difference-in-love","2022","16"
"Floating Youth","/701651-bingqiu-shao-nian","2022","24"
"Warm Love","/24869-warm-love","2017","36"
"A Servant Of Two Masters","/10300-a-servant-of-two-masters","2014","43"
"You Light Up My Life Again","/716009-you-light-up-my-life-again","2022","12"
"Bedtime Hero Season 2","/30371-bedtime-hero-2","2018","12"
"Happiness Chocolate","/28301-happiness-chocolate","2018","39"
"Overworking Man","/713493-overworking-man","2021","32"
"Jiu Wei Hu Chuan","/719621-jiu-wei-hu-chuan","2021","20"
"The Story of Souls from Endless Books","/29475-the-story-of-souls-from-endless-books","2018","20"
"Ark Peace","/687153-he-ping-fang-zhou","2021","32"
"Very Star","/35919-very-star","2019","20"
"The Pavilion","/688355-light-on-series-tba","2021","12"
"A Scholar Dream of Woman","/17359-a-scholar-dream-of-woman","2015","47"
"Warning Ahead","/744313-warning-ahead","2022","23"
"Nervous 2","/25563-nervous-2","2017","15"
"Orphan of Zhao","/11670-orphan-of-zhao","2013","41"
"Wipe Out the Bandits on Wulong Mountain","/5286-wipe-out-the-bandits-on-wulong-mountain","2012","30"
"Advisers of Criminal Law","/3769-advisers-of-criminal-law","2012","30"
"Huang Fei Hong","/21564-huang-fei-hong","2017","40"
"Farewell Vivian","/75035-farewell-vivian","2022","24"
"The Bachelors","/694767-guang-gun-jia-zu","2022","40"
"Star April","/19744-star-april","2017","42"
"Love of Obstetrics and Gynecology 2","/14507-love-of-obstetrics-and-gynecology-2","2015","20"
"A Splendid Family","/8362-a-splendid-family","2013","48"
"The Legend of Xiao Zhuang","/11210-the-legend-of-xiao-zhuang","2015","81"
"Youth Entrepreneurship Manual","/691957-the-young","2021","24"
"Concubinage Record Season 2","/65645-concubinage-record-season-2","2016","20"
"Switch of Fate","/23356-switch-of-fate","2016","45"
"Beautiful Trainee","/29574-beautiful-trainee","2018","24"
"24 Hours","/30363-24-hours","2018","12"
"Intern Female Constable","/64555-intern-female-constable","2020","24"
"Challenges at Midlife","/54943-challenges-at-midlife","2022","38"
"It's Just Not Sure That It Matters","/745655-it-s-just-not-sure-that-it-matters","2021","25"
"My Sassy Girl","/4496-my-sassy-girlfriend","2012","28"
"Edge to Happiness","/19172-edge-to-happiness","2016","44"
"If There Is No Tomorrow","/39935-i-am-yu-huanshui","2020","12"
"Mysterious Summer","/11010-mysterious-summer","2014","15"
"Bygone Love","/39357-bygone-love","2013","36"
"Miss Gu's 100 Confessions","/712805-miss-gu-s-100-confessions","2021","8"
"The Legendary Tycoon","/16003-the-legendary-tycoon","2017","42"
"United Win","/722701-united-win","2022","12"
"Police College Whirlwind","/49267-xue-jin-xuan-feng","2019","30"
"The Lie Detective","/684897-huang-yan-zhen-tan","2021","16"
"City Still Believes In Love","/21835-city-still-believes-in-love","2016","44"
"The Mysterious World","/33962-secret-twelve-palace","2019","24"
"Legend of Heavenly Tear: Phoenix Warriors","/18930-legend-of-the-heavenly-tear","2017","56"
"A Splendid Life in Beijing","/20090-beijing-people-in-beijing","2017","47"
"Entrepreneurial Age","/23250-entrepreneurial-age","2018","54"
"Hope All Is Well With Us","/26372-honey-we-are-all-going-to-be-good","2019","44"
"The Legend of Flying Daggers","/15910-the-legend-of-flying-daggers","2016","42"
"Rainbow Town","/40961-rainbow-town","2019","31"
"Beauty Private Kitchen","/11432-beauty-private-kitchen","2016","50"
"The Truth","/56421-the-truth","2020","12"
"First Love","/16275-first-love","2016","40"
"Back in Time","/11009-back-in-time","2014","16"
"Hot Blooded Detective","/38091-flower-detective","2021","30"
"Seeking My Own Future","/7036-seeking-my-own-future","2013","30"
"Balala the Fairies: The Mystery Note","/16491-balala-little-magic-fairy-the-mystery-note","2015","52"
"Dating High","/22672-dating-high","2017","20"
"Under The Sun","/24224-the-love-book","2020","40"
"Hot-Blooded Goddess","/26990-hot-blooded-goddess","2017","24"
"Battle Flag","/30585-battle-flag","2012","43"
"You Are My Family","/33438-you-are-my-family","2019","34"
"The Inquiry 1938","/33794-the-inquiry-1938","2019","39"
"All Because of You","/64075-all-because-of-you","2020","12"
"Marriage Cuisine","/66655-marriage-cuisine","2014","30"
"Drawing Jianghu: The Degenerate","/741951-hua-jiang-hu-zhi-bu-liang-ren-season-1","2022","18"
"Dangerous Love","/713691-dangerous-love","2021","30"
"The House of the Fairy Fox Season 2","/60697-the-house-of-the-fairy-fox-season-2","2020","12"
"Fantastic Girlfriend","/27383-fantastic-girlfriend","2018","20"
"The Legend of Xi Shi","/3706-the-legend-of-xi-shi","2012","41"
"The Fight","/77457-sao-hei-xing-dong-zhi-chuan-po-hei-ye","2022","24"
"Battle Strike Team: Giant Saver","/29467-battle-strike-team-giant-saver","2012","52"
"Noble Bride: Regretless Love","/32002-noble-bride-regretless-love","2013","72"
"Mother's Life","/28832-the-mother-said","2018","76"
"Nothing but Breaking Up","/695949-nothing-but-breaking-up","2018","8"
"Stand by Me Season 3","/732229-stand-by-me-3","2022","30"
"The Great Adventurer Wesley: Bleeding Blue","/51717-the-great-adventurer-wesley-bleeding-blue","2018","12"
"Waiting For You in a Long Time","/31490-waiting-for-you-in-a-long-time","2018","12"
"Waiting For You","/19538-waiting-for-you","2015","38"
"The Wife's Lies","/13701-the-wifes-lies","2015","52"
"When Is the Son Off  Season 2","/745691-gong-zi-he-shi-xiu-2","2022","24"
"Man Comes to Tang Dynasty","/8820-man-comes-to-tang-dynasty","2013","40"
"The Magic Blade","/3765-the-magic-blade-2012","2012","40"
"The Elfin's Golden Castle","/31735-the-elfin-s-golden-castle","2018","32"
"My Beluga Boyfriend","/37245-my-beluga-boyfriend","2019","24"
"Hidden Edge","/733311-hidden-edge","2022","24"
"Good Every Day","/40891-unmarried-queen","2021","42"
"Epiphyllum Dream","/11688-epiphyllum-dream","2016","43"
"Stray Birds","/29510-stray-birds","2021","40"
"Heroic Journey of Ne Zha","/26107-legend-of-nezha","2020","48"
"Your Highness Season 2","/30132-your-highness-2","2019","24"
"Lonely Gourmet: Taipei","/14704-lonely-gourmet-taipei","2015","12"
"Emperor and Queen","/730175-emperor-and-queen","2021","20"
"My Sassy Deskmate Season 2","/60451-my-sassy-deskmate-season-2-2020","2020","12"
"My Love Rival Is Myself","/57289-my-love-rival-is-myself","2020","22"
"A Beauty in Troubled Times","/4497-a-beauty-in-troubled-times","2012","44"
"Guardian of Beauty","/22060-guardian-of-beauty","2017","47"
"Half Bright and Half Rain","/33240-monsters-monster-shop","2019","24"
"Tomorrow Will Be Better","/34973-beautiful-life","2022","48"
"The Legend of Grave Keepers","/65957-guardians-of-the-tomb","2021","32"
"The Perfect Wedding","/28104-the-perfect-wedding","2018","36"
"Cheating Men Must Die","/718955-cheating-men-must-die","2022","24"
"Game of Hunting","/15996-game-of-hunting","2017","58"
"Lady's House","/10925-ladys-house","2014","31"
"Mu Lan","/6070-mu-lan","2013","40"
"A Happy Life","/7516-a-happy-life","2013","91"
"My Heart to Your Chest","/724847-ting-xin-xia-nu-yu-bu-wen-ju-shi","2022","24"
"Star of Ocean","/63251-star-of-ocean","2021","40"
"The Emergence of First Love","/32234-the-emergence-of-first-love","2019","30"
"Treasure Mother Treasure Girl","/11258-treasure-mother-treasure-girl","2012","36"
"Liar's Love","/713223-hunter-and-lover","2022","16"
"Enemy","/77447-enemy","2021","37"
"Fall In Love With You Again","/4385-fall-in-love-with-you-again","2015","32"
"Creatures Unknown","/58599-creatures-unknown","2020","12"
"Medical Examiner Dr. Qin 2: The Scavenger","/29132-medical-examiner-dr-qin-2","2018","20"
"Infernal Affairs Season 2","/22740-infernal-affairs-2","2017","12"
"The Shaw Eleven Lang","/11236-xin-xiao-shi-yi-lang","2016","42"
"Hello My Love","/703153-hello-my-love","2022","12"
"The Legend of Kublai Khan","/11250-the-legend-of-kublai-khan","2013","55"
"Wheel of Fortune","/14945-wheel-of-fortune","2013","30"
"Happiness Is Easy","/65517-to-the-oak","2021","40"
"Ming Yue Ji Jun Xin","/737515-ming-yue-ji-jun-xin","2022","22"
"Qing Dynasty Detective 2","/50623-qing-dynasty-detective-2","2018","12"
"An Undercover","/71623-undercover","2020","22"
"The House of the Fairy Fox","/57087-the-secret-of-the-fairy-fox-gens","2020","12"
"Magical Space-Time","/18513-magical-space-time","2016","24"
"My Ruby My Blood","/21669-my-ruby-my-blood","2017","38"
"Once Given, Never Forgotten","/25314-your-name-my-surname","2021","40"
"Perfect Formula for Love","/686119-man-fen-zhui-ai-gong-shi","2021","18"
"My Three Fathers","/23235-my-three-fathers","2015","37"
"Miss Huafu Don't Run Away","/686551-hua-fu-xiao-jie-you-tao-hun","2021","24"
"I Don't Want to Run Season 2","/74963-i-don-t-want-to-run-season-2","2020","12"
"Shuke and Peach Blossom","/67631-shu-ke-s-peach-blossom-luck","2021","40"
"The Wizard of Ten Thousand Worlds","/63927-wan-jie-xian-zong","2020","40"
"Only Beautiful Season 2","/39705-only-beautiful-season-2","2019","12"
"The Mask","/31140-the-mask","2021","31"
"My Stupid Cute Husband","/20482-wo-de-chun-meng-lao-gong","2016","25"
"Abnormalities","/67625-abnormalities","2017","26"
"Love You Thousands of Silk","/13718-love-you-thousands-of-silk","2015","32"
"Classic of Mountains and Seas","/22966-classic-of-mountains-and-seas","2015","20"
"Mind Game","/23968-mind-game","2015","30"
"When Is the Son Off","/700169-gong-zi-he-shi-xiu","2021","24"
"Campus Basketball Situation","/33685-campus-basketball-situation","2016","12"
"A Puppetry","/742207-a-puppetry","2022","26"
"Miss Su Please Stop","/729735-miss-su-please-stop","2022","24"
"Private Dishes in Red Mansions","/696689-hong-lou-si-fang-cai","2021","24"
"The Priceless","/76429-their-bangle","2021","14"
"You Are My Answer","/33129-you-are-my-answer","2019","42"
"Because Love Is So Beautiful","/13833-because-love-is-so-beautiful","2013","80"
"Beauties in the Closet","/18912-beauties-in-the-closet","2018","34"
"Still Not Enough","/36261-love-me-do-you-dare","2020","46"
"Love Jewelry","/13495-love-jewelry","2015","44"
"The Fiery Years of Gao Da Xia","/57107-the-fiery-years-of-gao-dai-xia","2021","50"
"Don't Think Twice, Love's All Right","/49873-love-me-don-t-think-too-much","2020","40"
"Cosmetology High","/10818-cosmetology-high","2014","30"
"The Legend of Young Justice Bao","/35475-the-legend-of-young-justice-bao","2020","12"
"Ad Mania","/3766-ad-mania","2013","24"
"Detectives and Doctors","/7996-detectives-and-doctors","2015","43"
"Plot Love Season 2","/733983-plot-love-2","2022","30"
"Mysterious Tales of Chang'an","/744117-mysterious-tales-of-changan","2022","18"
"Heroes of Sui and Tang Dynasties Season 3","/28741-heroes-of-sui-and-tang-dynasties-3","2014","66"
"Long Time No See","/16240-long-time-no-see","2015","16"
"Peacekeeping Infantry Battalion","/25952-peacekeeping-infantry-battalion","2017","40"
"No Choice But to Betray the Earth","/56661-zhi-hao-bei-pan-di-qiu-le","2020","12"
"The Volunteers","/77591-zhan-huo-rong-lu","2020","13"
"Hello Gorgeous","/6322-hello-gorgeous","2013","24"
"The Best of Times","/35431-the-best-era","2020","36"
"Imperfect Love","/51235-imperfect-her","2020","22"
"The Visioner","/22190-the-visioner","2017","36"
"Broken Dimension Love","/736119-broken-dimension-love","2022","27"
"Chinese Style Relationship","/20256-chinese-style-relationship","2016","36"
"Happiness Meets Rainbow","/18858-happiness-meets-rainbow","2016","40"
"The Adventure For Love","/16153-the-adventure-for-love","2016","32"
"My Wonderful Roommate","/712345-my-wonderful-roommate","2021","29"
"Unbeatable","/7045-unbeatable","2012","30"
"Goodbye Wang Lichuan","/31192-goodbye-wang-lichuan","2018","8"
"Beauties at the Crossfire","/6028-beauties-at-the-crossfire","2013","52"
"Stardom","/21927-stardom","2016","12"
"Boss and the Bird","/725111-boss-and-the-bird","2022","24"
"Troubled Times Three Brothers","/33792-troubled-times-three-brothers","2013","40"
"We Fall in Love","/21086-we-fall-in-love","2016","58"
"Healing Master","/23843-healing-master","2017","46"
"She Is Untouchable","/715121-untouchable-star","2021","20"
"Mystic Whispers","/25096-mystic-whispers","2014","13"
"Nervous","/25152-nervous","2017","15"
"My Superpowers Have No Sense of Existence","/737511-my-superpowers-have-no-sense-of-existence","2022","12"
"Guys With Kids","/14804-guys-with-kids","2021","42"
"The Enchanting Story of Qian","/699193-phantasmal-night-affairs-the-enchanting-story-of-qian","2021","12"
"The Three Heroes and Five Gallants","/11032-the-three-heroes-and-five-gallants","2016","42"
"Love of Obstetrics and Gynecology","/9266-love-of-obstetrics-and-gynecology","2014","12"
"People's Property","/32029-the-people-s-property","2021","45"
"Endless Eighteen","/40615-endless-eighteen","2019","12"
"Forensic Intern","/26892-forensic-intern","2017","19"
"Flying Mode of Love","/54741-kiss-you-high","2020","24"
"Guyuan Imperial College","/745687-gu-yuan-shan-shang-you-shu-yuan","2022","24"
"Dongshan Xuetang","/11121-dongshan-xuetang","2013","21"
"National Treasure’s Extraordinary Journey","/32233-national-treasure-s-extraordinary-journey","2019","42"
"Strongest Frenzy","/52801-zui-qiang-kuang-bing","2019","20"
"The Dragnet","/77449-the-dragnet","2021","38"
"Chowhound","/716319-chowhound","2018","12"
"Liberation of Shanghai","/733213-liberation-of-shanghai","2022","37"
"Detective Ke Chen","/38213-detective-ke-chen","2019","44"
"Ebola Fighters","/65735-brave-heart","2021","24"
"Accoucheul","/14436-accoucheul","2014","40"
"The Ladder of Love","/16843-the-ladder-of-love","2016","69"
"Airborne Blade","/36301-paratrooper-spirit","2019","50"
"As Flowers Fade and Fly Across the Sky","/22761-as-flowers-fade-and-fly-across-the-sky","2017","66"
"Hi, I'm Saori","/28750-hi-i-m-saori","2018","40"
"Accompany You Ups and Downs","/22849-accompany-you-ups-and-downs","2017","17"
"Silent Love","/683573-miao-bu-ke-yan","2022","12"
"My Vampire Boyfriend's Extreme Night Story","/28886-my-vampire-boyfriend-s-extreme-night-story","2017","12"
"Psychologist","/23228-psychologist","2017","18"
"Bachelor","/42337-bachelor","2012","30"
"My Weird Boyfriend","/28431-my-weird-boyfriend","2017","12"
"The Next Station is Marriage","/21945-the-next-station-is-marriage","2015","35"
"Amy Go","/5752-amy-go","2012","30"
"The Six Gates","/55141-liu-shan-men","2020","24"
"Ordinary World ","/9719-ordinary-world","2015","56"
